GLSSP	0	0	0	Prospectus Filed Pursuant to Rule 424(b)(2) (424b2)	2021-01-12 16:38:40
GS-K	28.4415	0.2015	0.71	Prospectus Filed Pursuant to Rule 424(b)(2) (424b2)	2021-01-12 16:38:40
GS-N	26.02	0.12	0.46	Prospectus Filed Pursuant to Rule 424(b)(2) (424b2)	2021-01-12 16:38:40
GS-C	24.67	0.27	1.11	Prospectus Filed Pursuant to Rule 424(b)(2) (424b2)	2021-01-12 16:38:40
PXD	130.22	-4.9	-3.63	Initial Statement of Beneficial Ownership (3)	2021-01-12 16:38:39
C	66.175	-0.495	-0.74	Prospectus Filed Pursuant to Rule 424(b)(2) (424b2)	2021-01-12 16:38:33
CHY	14.7535	0.1235	0.84	Current Report Filing (8-k)	2021-01-12 16:38:17
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:38:01
IMXI	16.115	0.105	0.66	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:37:46
RYAM	7.05	-0.84	-10.65	Current Report Filing (8-k)	2021-01-12 16:36:46
FWP	6.659	-0.991	-12.95	Report of Foreign Issuer Pursuant to Rule 13a-16 or 15d-16 (6-k)	2021-01-12 16:36:43
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:36:40
CSQ	15.658	0.078	0.5	Current Report Filing (8-k)	2021-01-12 16:36:36
AMWL	25.2151	-1.0749	-4.09	Amwell Announces Launch of Proposed Public Offering	2021-01-12 16:36:00
SSTK	72.71	2.37	3.37	Current Report Filing (8-k)	2021-01-12 16:35:53
AAU	0.6001	0.0101	1.71	Report of Foreign Issuer Pursuant to Rule 13a-16 or 15d-16 (6-k)	2021-01-12 16:35:48
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:35:42
PE	0	0	0	Current Report Filing (8-k)	2021-01-12 16:35:37
CPZ	18.28	0.39	2.18	Current Report Filing (8-k)	2021-01-12 16:35:28
BSET	20.89	0.26	1.26	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:35:28
KRTX	106.585	-1.815	-1.67	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:35:28
ZIOP	3.085	-0.035	-1.12	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:35:22
AIRG	19.47	0.72	3.84	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:35:21
CHI	13.95	0.12	0.87	Current Report Filing (8-k)	2021-01-12 16:35:15
BASI	14.93	0.08	0.54	Amended Statement of Changes in Beneficial Ownership (4/a)	2021-01-12 16:35:14
IP	50.515	-2.115	-4.02	International Paper Declares Dividend	2021-01-12 16:35:00
MS-I	28.24	0.39	1.4	Free Writing Prospectus - Filing Under Securities Act Rules 163/433 (fwp)	2021-01-12 16:34:51
MS-L	25.84	0.22	0.86	Free Writing Prospectus - Filing Under Securities Act Rules 163/433 (fwp)	2021-01-12 16:34:51
MS	75.125	-0.675	-0.89	Free Writing Prospectus - Filing Under Securities Act Rules 163/433 (fwp)	2021-01-12 16:34:51
MS-A	24.3035	0.2835	1.18	Free Writing Prospectus - Filing Under Securities Act Rules 163/433 (fwp)	2021-01-12 16:34:51
MS-E	28.66	0.36	1.27	Free Writing Prospectus - Filing Under Securities Act Rules 163/433 (fwp)	2021-01-12 16:34:51
MS-K	28.19	0.36	1.29	Free Writing Prospectus - Filing Under Securities Act Rules 163/433 (fwp)	2021-01-12 16:34:51
BSET	20.89	0.26	1.26	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:34:44
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:34:19
ZIOP	3.085	-0.035	-1.12	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:34:14
ETG	18.175	0.075	0.41	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
EIM	13.28	0	0	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
CEV	13.64	0.04	0.29	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
EOI	16.57	0.05	0.3	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
ETW	9.715	0.005	0.05	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
ETJ	10.4576	0.0576	0.55	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
ETX	22.2	0.1	0.45	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
EVG	13.09	0.14	1.08	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
EVV	12.295	-0.125	-1.01	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
EOT	20.4749	-0.0551	-0.27	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
EHT	9.8	0.02	0.2	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
ETB	15.05	0.05	0.33	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
ETV	15.3	0.02	0.13	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
EVM	11.53	0	0	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
ETO	26.0906	0.0021	0.01	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
ETY	12.36	0.09	0.73	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
EVT	24.105	0.045	0.19	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
ENX	12.09	0	0	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
EOS	21.3201	0.0101	0.05	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
BDR	1.41	-0.08	-5.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:34:08
EXD	9.95	-0.07	-0.7	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
EXG	8.86	-0.02	-0.23	Additional Proxy Soliciting Materials (definitive) (defa14a)	2021-01-12 16:34:08
MAA	125.93	1.24	0.99	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:34:07
MAA-I	66.25	0.39	0.59	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:34:07
UAVS	7.655	-0.135	-1.73	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:33:53
FTI	11.905	-0.925	-7.21	Current Report Filing (8-k)	2021-01-12 16:33:53
PE	0	0	0	Amended Statement of Beneficial Ownership (sc 13d/a)	2021-01-12 16:33:53
VXX	16.5486	-0.2014	-1.2	Prospectus Filed Pursuant to Rule 424(b)(2) (424b2)	2021-01-12 16:33:51
PCPL	11.3811	0.5311	4.89	Prospectus Filed Pursuant to Rule 424(b)(3) (424b3)	2021-01-12 16:33:43
BSET	20.89	0.26	1.26	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:33:38
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:33:38
ABMC	0.19	-0.033	-14.8	Prospectus Filed Pursuant to Rule 424(b)(3) (424b3)	2021-01-12 16:33:14
BSET	20.89	0.26	1.26	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:32:57
BDR	1.41	-0.08	-5.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:32:57
PXD	130.22	-4.9	-3.63	Initial Statement of Beneficial Ownership (3)	2021-01-12 16:32:51
KRTX	106.585	-1.815	-1.67	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:32:50
OKE	43.585	0.075	0.17	Current Report Filing (8-k)	2021-01-12 16:32:45
EML	25.8559	1.8459	7.69	Current Report Filing (8-k)	2021-01-12 16:32:29
TCDA	7.45	-0.21	-2.74	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:32:22
ABBV	111.81	2.03	1.85	Current Report Filing (8-k)	2021-01-12 16:32:13
BSET	20.89	0.26	1.26	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:32:03
FTEK	6.12	0.01	0.16	Current Report Filing (8-k)	2021-01-12 16:31:40
RICK	40.135	3.395	9.24	Current Report Filing (8-k)	2021-01-12 16:31:39
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:31:39
TMP	75.53	-1.99	-2.57	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:31:34
BSET	20.89	0.26	1.26	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:31:33
SBCF	32.78	-0.99	-2.93	Current Report Filing (8-k)	2021-01-12 16:31:29
BDR	1.41	-0.08	-5.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:31:28
STL	20.135	-0.785	-3.75	Current Report Filing (8-k)	2021-01-12 16:31:23
STL-A	25.87	0.18	0.7	Current Report Filing (8-k)	2021-01-12 16:31:23
ACEL	10.66	-0.12	-1.11	Post-effective Amendment to Registration Statement (pos Am)	2021-01-12 16:31:18
CI	224.33	-0.89	-0.4	Current Report Filing (8-k)	2021-01-12 16:31:13
CTSO	9.26	0	0	Current Report Filing (8-k)	2021-01-12 16:31:12
GLG	1.945	0.005	0.26	Current Report Filing (8-k)	2021-01-12 16:31:06
TEX	37.47	-1.5	-3.85	Terex Announces Fourth Quarter and Year-End 2020 Financial Results Conference Call	2021-01-12 16:31:00
UUU	5.87	-0.3	-4.86	Amended Statement of Beneficial Ownership (sc 13d/a)	2021-01-12 16:30:51
CSV	33.03	-0.21	-0.63	Carriage Services, Inc. to Present Virtually and Host 1x1 Investor Meetings at the Virtual Sidoti Winter 2021 Investor Confe...	2021-01-12 16:30:00
HSKA	154.365	0.105	0.07	Heska Corporation Elects Dr. Joachim Hasenmaier to Board of Directors	2021-01-12 16:30:00
RYAM	7.05	-0.84	-10.65	Rayonier Advanced Materials Announces Interim Management Changes in its High Purity Cellulose and Pulp Businesses	2021-01-12 16:30:00
ZKIN	3.21	-0.06	-1.83	ZK International Subsidiary, xSigma Corporation, Releases the Whitepaper for its DeFi Protocol	2021-01-12 16:30:00
EXFO	3.64	0.14	4	EXFO renouvelle son programme de rachat d'actions dans le cours normal des activités	2021-01-12 16:30:00
INN	8.68	0	0	Summit Hotel Properties, Inc. Announces Exercise in Full of Underwriters' Over-allotment Option and Subsequent Closing of Pub...	2021-01-12 16:30:00
CATY	35.72	-0.81	-2.22	Cathay General Bancorp to Announce Fourth Quarter and Full Year 2020 Financial Results	2021-01-12 16:30:00
LRN	23.145	0.445	1.96	Stride Inc. Second Quarter Fiscal 2021 Earnings Conference Call Details	2021-01-12 16:30:00
VVI	36.74	-0.46	-1.24	Viad Corp Schedules Fourth Quarter and Full Year 2020 Earnings Call	2021-01-12 16:30:00
BEN	26.239	-0.291	-1.1	Franklin Resources, Inc. Announces Month-End Assets Under Management	2021-01-12 16:30:00
LECO	119.73	-2.07	-1.7	Lincoln Electric Schedules 2021 Virtual Annual Meeting of Shareholders	2021-01-12 16:30:00
TVTX	27.59	-0.155	-0.56	Travere Therapeutics Announces Orphan Drug Designation for Sparsentan for the Treatment of IgA Nephropathy	2021-01-12 16:30:00
HUBS	405.96	-1.11	-0.27	HubSpot Announces Nick Caldwell Joins Board of Directors	2021-01-12 16:30:00
CATY	35.72	-0.81	-2.22	Cathay General Bancorp to Announce Fourth Quarter and Full Year 2020 Financial Results	2021-01-12 16:30:00
EXFO	3.64	0.14	4	EXFO Renews Normal Course Issuer Bid	2021-01-12 16:30:00
INN	8.68	0	0	Summit Hotel Properties, Inc. Announces Exercise in Full of Underwriters' Over-allotment Option and Subsequent Closing of Pub...	2021-01-12 16:30:00
CSV	33.03	-0.21	-0.63	Carriage Services, Inc. to Present Virtually and Host 1x1 Investor Meetings at the Virtual Sidoti Winter 2021 Investor Confe...	2021-01-12 16:30:00
HSKA	154.365	0.105	0.07	Heska Corporation Elects Dr. Joachim Hasenmaier to Board of Directors	2021-01-12 16:30:00
RYAM	7.05	-0.84	-10.65	Rayonier Advanced Materials Announces Interim Management Changes in its High Purity Cellulose and Pulp Businesses	2021-01-12 16:30:00
ZKIN	3.21	-0.06	-1.83	ZK International Subsidiary, xSigma Corporation, Releases the Whitepaper for its DeFi Protocol	2021-01-12 16:30:00
CDE	9.2282	-0.2618	-2.76	Coeur Announces Fourth Quarter and Full-Year 2020 Earnings Call	2021-01-12 16:30:00
SSTK	72.71	2.37	3.37	Shutterstock Increases Quarterly Dividend by 24% to $0.21 per share	2021-01-12 16:30:00
STZ	226.75	-1.34	-0.59	Constellation Brands Completes Series of Transactions to Premiumize Portfolio With Sale of Paul Masson Grande Amber Brandy to...	2021-01-12 16:30:00
PRQ	0.27	0.01	3.85	Petrus Resources Announces First Quarter 2021 Capital Budget	2021-01-12 16:30:00
EOSE	30.54	0.1	0.33	Eos Energy to Present at Upcoming Investor Conferences	2021-01-12 16:30:00
BDR	1.41	-0.08	-5.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:29:47
KDMN	0	0	0	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:29:22
KDMN	0	0	0	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:29:22
JCI	51.495	-0.345	-0.67	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:29:16
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:29:11
LEAF	4.29	-0.01	-0.23	Statement of Beneficial Ownership (sc 13d)	2021-01-12 16:28:55
XLNX	141.19	-5.48	-3.74	Filing of Certain Prospectuses and Communications in Connection With Business Combination Transactions (425)	2021-01-12 16:28:55
ELF	22.81	-0.23	-1	Statement of Ownership (sc 13g)	2021-01-12 16:28:50
C	66.175	-0.495	-0.74	Prospectus Filed Pursuant to Rule 424(b)(2) (424b2)	2021-01-12 16:28:40
KDMN	0	0	0	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:28:34
KDMN	0	0	0	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:28:34
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:27:59
GLRE	7.76	-0.08	-1.02	Current Report Filing (8-k)	2021-01-12 16:27:57
MAA-I	66.25	0.39	0.59	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:27:56
MAA	125.93	1.24	0.99	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:27:56
BDR	1.41	-0.08	-5.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:27:41
PEB-D	23.6	0.49	2.12	Current Report Filing (8-k)	2021-01-12 16:27:41
PEB	20.71	1.12	5.72	Current Report Filing (8-k)	2021-01-12 16:27:41
PEB-C	23.25	0.39	1.71	Current Report Filing (8-k)	2021-01-12 16:27:41
PEB-F	23.49	0.61	2.67	Current Report Filing (8-k)	2021-01-12 16:27:41
PEB-E	23.7	0.6	2.6	Current Report Filing (8-k)	2021-01-12 16:27:41
KRPI	5	0	0	Current Report Filing (8-k)	2021-01-12 16:27:25
MRNA	123.91	-0.64	-0.51	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:27:15
AMD	91.35	-4.005	-4.2	Current Report Filing (8-k)	2021-01-12 16:27:15
GCI	3.755	-0.105	-2.72	Amended Statement of Beneficial Ownership (sc 13d/a)	2021-01-12 16:27:10
KDMN	0	0	0	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:27:04
KDMN	0	0	0	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:27:04
UE	13.8	-0.03	-0.22	Urban Edge Properties Announces Fourth Quarter and Year-End 2020 Earnings Release Date	2021-01-12 16:27:00
CHDN	209.03	-3.05	-1.44	Amended Statement of Changes in Beneficial Ownership (4/a)	2021-01-12 16:26:59
AMT	215.93	1.02	0.47	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:26:59
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:26:13
PRVB	17.1499	-2.3001	-11.83	Provention Bio Announces Proposed Public Offering of Common Stock	2021-01-12 16:26:00
FAU.H	0	0	0	L'OCRCVM permet la reprise de la négociation - FAU.H	2021-01-12 16:26:00
DHX	2.275	-0.065	-2.78	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:25:23
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:24:58
DVAX	5.05	-0.1	-1.94	Current Report Filing (8-k)	2021-01-12 16:24:33
RESI	0	0	0	Notification Filed by National Security Exchange to Report the Removal From Listing and Registration of Matured, Redeemed or ...	2021-01-12 16:24:27
BTCUSD	34669.48	606.71	1.78	How the OCC Is Building Crypto America (and Saving Banks From Extinction)	2021-01-12 16:24:10
CMO-E	24.42	0.03	0.12	Current Report Filing (8-k)	2021-01-12 16:23:45
CMO	5.51	-0.08	-1.43	Current Report Filing (8-k)	2021-01-12 16:23:45
IBKR	69.765	0.365	0.53	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:23:44
JAZZ	165.02	3.59	2.22	Current Report Filing (8-k)	2021-01-12 16:23:36
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:23:29
VCTR	24.21	0.07	0.29	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:23:22
HOG	39.57	-0.05	-0.13	Harley-Davidson Successfully Completes The Rewire and Announces Date to Reveal New 2021-2025 Strategic Plan, The Hardwire	2021-01-12 16:23:20
KDMN	0	0	0	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:23:11
KDMN	0	0	0	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:23:11
ERF	3.59	-0.17	-4.52	Report of Foreign Issuer Pursuant to Rule 13a-16 or 15d-16 (6-k)	2021-01-12 16:23:09
FCO	7.95	0.05	0.63	Aberdeen Global Income Fund, Inc. Announces Record Date And Payment Date For Monthly Distribution	2021-01-12 16:23:00
ASGI	19.8001	-0.0399	-0.2	Aberdeen Standard Global Infrastructure Income Fund Announces Record Date And Payment Date For Monthly Distribution	2021-01-12 16:23:00
FAP	3.34	0.02	0.6	Aberdeen Asia-Pacific Income Investment Company Limited Announces Monthly Distribution And Estimated Earnings	2021-01-12 16:23:00
ACP	10.96	-0.05	-0.45	Aberdeen Income Credit Strategies Fund Announces Monthly Distribution	2021-01-12 16:23:00
AGD	10.76	0.04	0.37	Aberdeen Global Dynamic Dividend Fund Announces Monthly Distribution	2021-01-12 16:23:00
AOD	9.115	-0.025	-0.27	Aberdeen Total Dynamic Dividend Fund Announces Monthly Distribution	2021-01-12 16:23:00
FAX	4.38	-0.05	-1.13	Aberdeen Asia-Pacific Income Fund, Inc. Announces Record Date And Payment Date For Monthly Distribution	2021-01-12 16:23:00
FAU.H	0	0	0	IIROC Trading Resumption - FAU.H	2021-01-12 16:23:00
AWP	5.32	0.02	0.38	Aberdeen Global Premier Properties Fund Announces Record Date And Payment Date For Monthly Distribution	2021-01-12 16:23:00
APAM	53.44	1.52	2.93	Current Report Filing (8-k)	2021-01-12 16:22:33
GTXMQ	6.2	0	0	Amended Statement of Beneficial Ownership (sc 13d/a)	2021-01-12 16:22:23
GTX	0	0	0	Amended Statement of Beneficial Ownership (sc 13d/a)	2021-01-12 16:22:23
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:22:17
AGE	1.74	0.05	2.96	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:22:12
GO	37.84	-0.12	-0.32	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:22:11
KIM-L	25.835	0.335	1.31	Current Report Filing (8-k)	2021-01-12 16:22:10
KIM	15.645	0.145	0.94	Current Report Filing (8-k)	2021-01-12 16:22:10
KIM-M	25.9188	0.1588	0.62	Current Report Filing (8-k)	2021-01-12 16:22:10
XLNX	141.19	-5.48	-3.74	Current Report Filing (8-k)	2021-01-12 16:22:10
TMBR	1.13	0.08	7.62	Timber Pharmaceuticals Receives Orphan Drug Designation from U.S. FDA for TMB-003 for the Treatment of Systemic Sclerosis	2021-01-12 16:22:09
SCHW-D	25.76	0	0	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:22:04
SCHW	59.3617	-1.8383	-3	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:22:04
SCHW-C	25.44	0.08	0.32	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:22:04
BOKF	75.61	-2.08	-2.68	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:21:58
CKH	41.45	-0.01	-0.02	Amended Tender Offer Statement by Third Party (sc To-t/a)	2021-01-12 16:21:51
AAU	0.6001	0.0101	1.71	Almaden Comments on Media Reports	2021-01-12 16:21:49
AMM	0.76	0.03	4.11	Almaden Comments on Media Reports	2021-01-12 16:21:49
ACAMU	13.14	0.48	3.79	Current Report Filing (8-k)	2021-01-12 16:20:49
ACAM	11.965	0.155	1.31	Current Report Filing (8-k)	2021-01-12 16:20:49
GAMR	82.1111	1.4161	1.75	Current Report Filing (8-k)	2021-01-12 16:20:26
RILY	51.49	4.81	10.3	Current Report Filing (8-k)	2021-01-12 16:20:26
RILYL	26.88	0.37	1.4	Current Report Filing (8-k)	2021-01-12 16:20:26
KLD	1.2	0	0	L'OCRCVM permet la reprise de la négociation - KLD	2021-01-12 16:20:00
AB	35.965	0.065	0.18	AB Announces December 31, 2020 Assets Under Management	2021-01-12 16:20:00
IVZ	19.585	0.005	0.03	Invesco Ltd. Announces December 31, 2020 Assets Under Management	2021-01-12 16:20:00
KLD	1.2	0	0	L'OCRCVM permet la reprise de la négociation - KLD	2021-01-12 16:20:00
MRNA	123.91	-0.64	-0.51	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:19:54
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:19:44
ATR	137.87	-0.28	-0.2	Aptar to Present at 39th Annual J.P. Morgan Healthcare Conference on January 14, 2021	2021-01-12 16:19:00
FATE	114.03	1.98	1.77	Amended Statement of Beneficial Ownership (sc 13d/a)	2021-01-12 16:18:59
PTCT	67.05	0	0	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:18:59
XHR	16.315	0.145	0.9	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:18:58
CTSH	79.51	-0.13	-0.16	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:18:58
APAM	53.44	1.52	2.93	Artisan Partners Asset Management Inc. Reports December 2020 Assets Under Management	2021-01-12 16:17:58
XHR	16.315	0.145	0.9	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:17:53
GAIN	10.4	0.01	0.1	Current Report Filing (8-k)	2021-01-12 16:17:48
GAINL	25.328	-0.022	-0.09	Current Report Filing (8-k)	2021-01-12 16:17:48
GAINM	25.2782	0.0967	0.38	Current Report Filing (8-k)	2021-01-12 16:17:48
INSP	200.44	5.3	2.72	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:17:42
PTCT	67.05	0	0	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:17:37
DBVT	3.79	0.09	2.43	Initial Statement of Beneficial Ownership (3)	2021-01-12 16:17:32
DBVTF	4.16	0	0	Initial Statement of Beneficial Ownership (3)	2021-01-12 16:17:32
MRO	7.96	-0.43	-5.13	Initial Statement of Beneficial Ownership (3)	2021-01-12 16:17:22
INSP	200.44	5.3	2.72	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:17:16
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:17:16
NTW	0	0	0	IIROC Trading Resumption - KLD	2021-01-12 16:17:00
KLD	1.2	0	0	IIROC Trading Resumption - KLD	2021-01-12 16:17:00
ALLY	40.23	1.86	4.85	Current Report Filing (8-k)	2021-01-12 16:16:56
INSP	200.44	5.3	2.72	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:16:56
INLB	2.25	0.14	6.64	Annual Report (10-k)	2021-01-12 16:16:53
NBIX	107.75	-4.57	-4.07	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:16:49
FATE	114.03	1.98	1.77	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:16:45
CUBI-F	25.34	0.2001	0.8	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:16:45
CUBI-E	24.8699	0.1199	0.48	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:16:45
CUBI	21.615	-0.535	-2.42	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:16:45
CUBI-C	24.81	-0.1052	-0.42	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:16:45
JJSF	152.38	-1.91	-1.24	Current Report Filing (8-k)	2021-01-12 16:16:44
PTCT	67.05	0	0	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:16:44
KDMN	0	0	0	Current Report Filing (8-k)	2021-01-12 16:16:44
KDMN	0	0	0	Current Report Filing (8-k)	2021-01-12 16:16:44
INSP	200.44	5.3	2.72	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:16:38
GLAD	9.0174	-0.0026	-0.03	Current Report Filing (8-k)	2021-01-12 16:16:32
RILY	51.49	4.81	10.3	Prospectus Filed Pursuant to Rule 424(b)(5) (424b5)	2021-01-12 16:16:28
GAMR	82.1111	1.4161	1.75	Prospectus Filed Pursuant to Rule 424(b)(5) (424b5)	2021-01-12 16:16:28
RILYL	26.88	0.37	1.4	Prospectus Filed Pursuant to Rule 424(b)(5) (424b5)	2021-01-12 16:16:28
INSP	200.44	5.3	2.72	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:16:27
HARP	21.93	-0.14	-0.63	Amended Statement of Beneficial Ownership (sc 13d/a)	2021-01-12 16:16:21
PIXY	2.8357	0.0357	1.27	Amended Annual Report (10-k/a)	2021-01-12 16:16:08
HASI	68.4407	-1.6793	-2.39	Current Report Filing (8-k)	2021-01-12 16:16:03
THS	38.24	-0.31	-0.8	/C O R R E C T I O N -- TreeHouse Foods, Inc./	2021-01-12 16:16:00
PTE	1.0134	-0.0966	-8.7	Amended Statement of Beneficial Ownership (sc 13d/a)	2021-01-12 16:15:52
LNN	141.19	-1.8	-1.26	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:15:31
XRAY	58.53	-1.42	-2.37	Statement of Changes in Beneficial Ownership (4)	2021-01-12 16:15:31
CMO	5.51	-0.08	-1.43	Prospectus Filed Pursuant to Rule 424(b)(5) (424b5)	2021-01-12 16:15:10
RPAY	24.19	-1.5	-5.84	Prospectus Filed Pursuant to Rule 424(b)(5) (424b5)	2021-01-12 16:15:10
CMO-E	24.42	0.03	0.12	Prospectus Filed Pursuant to Rule 424(b)(5) (424b5)	2021-01-12 16:15:10
BHC	25.5	2.03	8.65	Bausch Health Provides Preliminary Update On Fourth-Quarter And Full-Year 2020 Financial Results And Business Recovery	2021-01-12 16:15:00
CDR	9.99	-0.03	-0.3	Cedar Realty Trust To Report Fourth Quarter 2020 Financial Results	2021-01-12 16:15:00
FTI	11.905	-0.925	-7.21	TechnipFMC annonce un changement au sein de son équipe de direction	2021-01-12 16:15:00
NKLA	21.01	2.29	12.23	Nikola Positioned To Accelerate Hydrogen Economy	2021-01-12 16:15:00
BHC	25.5	2.03	8.65	Bausch Health Provides Preliminary Update On Fourth-Quarter And Full-Year 2020 Financial Results And Business Recovery	2021-01-12 16:15:00
GSL	16.08	0.46	2.94	Global Ship Lease Credit Rating Upgraded by Moody’s	2021-01-12 16:15:00
JJSF	152.38	-1.91	-1.24	J & J Snack Foods Corp. announces that SVP COO Robert M. Radano will Retire	2021-01-12 16:15:00
